Input Term,Input Definitions,isAcronym,Extracted Term,isDescription,Description,Context
airports,"An area of land or water that is used, or intended to be used, for the landing and takoff of aircraft, including buildings and facilities, if any.",False,,False,,
airships,Propelled and steerable dirigibles dependent on gases for flotation. Used for aerostats and dirigibles.,False,,False,,
airspace,"The atmosphere above a particular portion of the earth, usually defined by the boundaries of an area on the surface projected perpendicularly upward.",False,,False,,
airspeed,,False,,False,,
Airy function,,False,,False,,
Aitken nuclei,Microscopic particles in the atmosphere which serve as condensation nuclei for droplet growth during the rapid adiabatic expansion produced by an Aitken dust counter.,False,,False,,
AJ-10 engine,,False,,False,,
akermanite,A mineral of the melilite group. It is isomorphous with gehlenite.,False,,False,,
Alabama,,False,,False,,
Aladin 2 aircraft,,False,,False,,
Alais meteorite,,False,,False,,
alanine,,False,,False,,
Alaska,,False,,False,,
Albania,,False,,False,,
albedo,"The ratio of the amount of electromagnetic radiation reflected by a body to the amount incident upon it. It is often expressed as a percentage, as, the albedo of the Earth is 34 percent.",False,,False,,
Alberta,,False,,False,,
albinism,,False,,False,,
albumins,,False,,False,,
alcohols,,False,,False,,
aldehydes,Carbonyl groups to which a hydrogen atom is attached; the first stage of an alcohol; - CHO.,False,,False,,
aldolase,,False,,False,,
aldosterone,,False,,False,,
alertness,,False,,False,,
Aleutian Islands (US),,True,US,False,,
alexandrite,A transparent variety of chrysoberl that has a grass-green or emerald green color in daylight and wine-red to brownish-red color by transmitted or incandescent artificial light.,False,,False,,
alfalfa,,False,,False,,
algae,"Any plants of a group of unicellular and multicellular primitive organisms that include the Chlorella, Scenedesmus, and other genera. Used for algal bloom.",False,,False,,
algebra,,False,,False,,
Algeria,,False,,False,,
ALGOL,,True,ALGOL,False,,
Algol engine,,False,,False,,
algorithms,Special mathematical procedures for solving a particular type of problem.,False,,False,,
alignment,,False,,False,,
~ aliphatic compounds,,False,,False,,
aliphatic hydrocarbons,,False,,False,,
alkali halides,,False,,False,,
~ alkali metal compounds,,False,,False,,
alkali metals,"Metals in group IA of the periodic system; namely, lithium, sodium, potassium, rubidium, cesium, and francium.",False,,False,,
alkali vapor lamps,Lamps in which light is produced by an electric discharge between electrodes in an alkali vapor at low or high pressures.,False,,False,,
alkalies,,False,,False,,
alkaline batteries,,False,,False,,
~ alkaline earth compounds,,False,,False,,
alkaline earth metals,,False,,False,,
alkaline earth oxides,,False,,False,,
alkalinity,The state of being alkaline.,False,,False,,
alkaloids,,False,,False,,
alkalosis,,False,,False,,
alkanes,,False,,False,,
alkenes,,False,,False,,
alkoxides,,False,,False,,
alkyd resins,,False,,False,,
alkyl compounds,,False,,False,,
alkylates,,False,,False,,
alkylation,,False,,False,,
alkylferrocene,,False,,False,,
alkylidene,,False,,False,,
alkynes,,False,,False,,
all sky photography,,False,,False,,
all-weather air navigation,,False,,False,,
all-weather landing systems,,False,,False,,
Allegheny Plateau (US),,True,US,False,,
Allende meteorite,,False,,False,,
allergic diseases,,False,,False,,
allocations,,False,,False,,
allotropy,,False,,False,,
allowances,,False,,False,,
alloxan,,False,,False,,
alloying,,False,,False,,
alloys,Substances having metallic properties and being composed of two or more chemical elements of which at least one is an elemental metal.,False,,False,,
alluvium,"Soil, the constituents of which have been transported in suspension by flowing water and subsequently deposited by sedimentation.",False,,False,,
allyl compounds,,False,,False,,
Aloha system,"A multiple random access communications scheme in which there is a nonfixed allocation of channel capacity, so that the channel is available to any terminal whenever it has a packet ready for transmission.",False,,False,,
Alouette 1 satellite,,False,,False,,
Alouette 2 satellite,,False,,False,,
Alouette B satellite,,False,,False,,
Alouette helicopters,,False,,False,,
Alouette project,,False,,False,,
Alouette satellites,,False,,False,,
alpha decay,The radioactive transformation of a nuclide by alpha-particle emission.,False,,False,,
Alpha jet aircraft,,False,,False,,
Alpha Magnetic Spectrometer,,False,,False,,
alpha particles,Positively charged particles emitted from the nuclei of certain atoms during radioactive disintegration. Used for alpha radiation.,False,,False,,
alpha plasma devices,,False,,False,,
alphabets,,False,,False,,
alphanumeric characters,"Characters in a set that contain both letters and digits, but they usually also contain other characters such as punctuation symbols.",False,,False,,
alphatrons,,False,,False,,
Alpine meteorology,"Wind, precipitation, atmospheric physics, and other climatological phenomena peculiar to the Alps and/or other similar mountainous areas.",False,,False,,
Alps Mountains (Europe),,False,,False,,
Altair Lunar Lander,"The lunar landing module of the Constellation program. The lander is capable of landing four astronauts on the moon, providing life support and a base for weeklong initial surface exploration missions, and returning the crew to the Orion spacecraft that will return them to Earth.",False,,False,,
alternating current,,False,,False,,
alternating direction implicit methods,,False,,False,,
alternations,,False,,False,,
alternatives,,False,,False,,
altimeters,Instruments for measuring height above a reference datum.,False,,False,,
altimetry,,False,,False,,
altitude,"In astronomy, angular displacement above the horizon. Also height, especially radial distance as measured above a given datum, as average sea level.",False,,False,,
altitude acclimatization,A physiological adaptation to reduced atmospheric and oxygen pressure.,False,,False,,
altitude control,,False,,False,,
altitude sickness,"In general, any sickness brought on by exposure to reduced oxygen tension and barometric pressure.",False,,False,,
altitude simulation,,False,,False,,
altitude tests,,False,,False,,
altitude tolerance,,False,,False,,
alum,,False,,False,,
aluminates,,False,,False,,
aluminides,Intermetallic compounds of aluminum and a transition metal.,False,,False,,
aluminum,,False,,False,,
aluminum 26,,False,,False,,
aluminum 27,,False,,False,,
aluminum alloys,,False,,False,,
aluminum antimonides,,False,,False,,
aluminum arsenides,"Binary compounds of aluminum with negative, trivalent arsenic.",False,,False,,
aluminum borohydrides,,False,,False,,
aluminum boron composites,Structural materials composed of aluminum alloys reinforced with boron fibers (filaments).,False,,False,,
aluminum carbides,,False,,False,,
aluminum chlorides,,False,,False,,
aluminum coatings,,False,,False,,
aluminum compounds,,False,,False,,
aluminum fluorides,,False,,False,,
aluminum gallium arsenide lasers,,False,,False,,
aluminum gallium arsenides,"Compounds exhibiting characteristics suitable for use in laser devices, light-emitting diodes, solar cells, etc. Used for AlGaAs.",False,,False,,
aluminum graphite composites,Structural materials composed of aluminum alloys reinforced with graphite.,False,,False,,
aluminum hydrides,,False,,False,,
aluminum isotopes,,False,,False,,
aluminum-lithium alloys,Light alloys consisting primarily of aluminum and lithium.,False,,False,,
