,TermUpper,Term,Definitions,Acronym,Source
0,PHOTOSYNTHESIS CHAMBER,PHOTOSYNTHESIS CHAMBER,"A photosynthesis chamber is a transparent airtight enclosure that is used along with a gas exchange system and sensing devices to measure plant functions, such as photosynthetic respiration, stomatal conductance, canopy resistance, and leaf photosynthetic rate, especially in response to changes in light and carbon dioxide concentrations. Photosynthesis chambers can be equipped with environmental control equipment (which allow researchers to vary such things as light, temperature, relative humidity, and gas concentrations).

Photosynthesis chambers provide a controlled environment that supports the study of leaf and plant functions. The specific objectives of a photosynthesis chamber vary according to the needs of the particular study.


Group: Platform_Details
   Entry_ID: PHOTOSYNTHESIS CHAMBER
   Group: Platform_Identification
      Platform_Category: In Situ Land-based Platforms
      Short_Name: PHOTOSYNTHESIS CHAMBER
   End_Group
   Creation_Date: 2012-07-18
   Online_Resource: http://daac.ornl.gov/source_documents/photosynthesis_chamber.html
End_Group",PHOTOSYNTHESIS CHAMBER,GCMD platforms
0,PHOTOSYNTHESIS CHAMBER,PHOTOSYNTHESIS CHAMBER,"The photosynthesis chamber is the chamber used to demonstrate
that photosynthesis is taking place in the leaves.",PHOTOSYNTHESIS CHAMBER,GCMD instruments
0,IN SITU OCEAN-BASED PLATFORMS,In Situ Ocean-based Platforms,"Fixed and mobile ocean-based platforms.


Group: Platform_Details
   Entry_ID: In Situ Ocean-based Platforms
   Group: Platform_Identification
      Platform_Category: In Situ Ocean-based Platforms
      Short_Name: In Situ Ocean-based Platforms
   End_Group
End_Group",,GCMD platforms
0,IN SITU OCEAN-BASED PLATFORMS,In Situ Ocean-based Platforms,,,GCMD PlatformType
0,INTERPLANETARY SPACECRAFT,Interplanetary Spacecraft,"A spacecraft designed for interplanetary flight.


Group: Platform_Details
   Entry_ID: Interplanetary Spacecraft
   Group: Platform_Identification
      Platform_Category: Interplanetary Spacecraft
      Short_Name: Interplanetary Spacecraft
   End_Group
End_Group",,GCMD platforms
0,INTERPLANETARY SPACECRAFT,Interplanetary Spacecraft,,,GCMD PlatformType
0,MAPS/CHARTS/PHOTOGRAPHS,Maps/Charts/Photographs,"Map: Visual representations of an area – a symbolic depiction 
highlighting relationships between elements of that space such as 
objects, regions, and themes.

[Source: Wikipedia, http://en.wikipedia.org/wiki/Map ]

Chart: A sheet of information in the form of a table, graph, or diagram.

[Source: Merriam Webster, http://www.merriam-webster.com/dictionary/charts

Photograph: a picture or likeness obtained by photography.

[Source: Merriam Webster, 
http://www.merriam-webster.com/dictionary/photographs ]


Group: Platform_Details
   Entry_ID: Maps/Charts/Photographs
   Group: Platform_Identification
      Platform_Category: Maps/Charts/Photographs
      Short_Name: Maps/Charts/Photographs
   End_Group
End_Group",,GCMD platforms
0,MAPS/CHARTS/PHOTOGRAPHS,Maps/Charts/Photographs,,,GCMD PlatformType
0,MODELS/ANALYSES,Models/Analyses,"A schematic description of a system, theory, or phenomenon that accounts 
for its known or inferred properties and may be used for further study 
of its characteristics

[Source: The Free Dictionary]


Group: Platform_Details
   Entry_ID: Models/Analyses
   Group: Platform_Identification
      Platform_Category: Models/Analyses
      Short_Name: Models/Analyses
   End_Group
End_Group",,GCMD platforms
0,MODELS/ANALYSES,Models/Analyses,,,GCMD PlatformType
0,THE SECOND MODERN-ERA RETROSPECTIVE ANALYSIS FOR RESEARCH AND APPLICATIONS,The second Modern-Era Retrospective analysis for Research and Applications,,MERRA-2,GCMD platforms
0,THE SECOND MODERN-ERA RETROSPECTIVE ANALYSIS FOR RESEARCH AND APPLICATIONS,The second Modern-Era Retrospective analysis for Research and Applications,,MERRA-2,GCMD projects
0,NCEP CLIMATE FORECAST SYSTEM REANALYSIS,NCEP Climate Forecast System Reanalysis,,NCEP-CFSR,GCMD platforms
0,NCEP CLIMATE FORECAST SYSTEM REANALYSIS,NCEP Climate Forecast System Reanalysis,,CFSR,GCMD projects
0,NCEP CLIMATE FORECAST SYSTEM VERSION 2,NCEP Climate Forecast System Version 2,,NCEP-CFSV2,GCMD platforms
0,NCEP CLIMATE FORECAST SYSTEM VERSION 2,NCEP Climate Forecast System Version 2,,CFSV2,GCMD projects
0,NASA OCEAN BIOGEOCHEMICAL MODEL,NASA Ocean Biogeochemical Model,,NOBM,GCMD platforms
0,NASA OCEAN BIOGEOCHEMICAL MODEL,NASA Ocean Biogeochemical Model,,NOBM,GCMD projects
0,NOT APPLICABLE,NOT APPLICABLE,,,GCMD platforms
0,NOT APPLICABLE,NOT APPLICABLE,,,GCMD instruments
0,NOT APPLICABLE,NOT APPLICABLE,,,GCMD projects
0,NOT APPLICABLE,NOT APPLICABLE,,,GCMD chronounits
0,NAVIGATION PLATFORMS,Navigation Platforms,"Platforms such as GPS, NAVSTAR, and GLONASS whose purpose is  for 
ascertaining ones position and planning and following a route.


Group: Platform_Details
   Entry_ID: Navigation Platforms
   Group: Platform_Identification
      Platform_Category: Navigation Platforms
      Short_Name: Navigation Platforms
   End_Group
End_Group",,GCMD platforms
0,NAVIGATION PLATFORMS,Navigation Platforms,,,GCMD PlatformType
0,SOLAR/SPACE OBSERVATION SATELLITES,Solar/Space Observation Satellites,"Satellites that observe the Earths sun and the physical universe beyond 
the Earths atmosphere.


Group: Platform_Details
   Entry_ID: Solar/Space Observation Satellites
   Group: Platform_Identification
      Platform_Category: Solar/Space Observation Satellites
      Short_Name: Solar/Space Observation Satellites
   End_Group
End_Group",,GCMD platforms
0,SOLAR/SPACE OBSERVATION SATELLITES,Solar/Space Observation Satellites,,,GCMD PlatformType
0,ACTIVE CAVITY RADIOMETER IRRADIANCE MONITOR SATELLITE,Active Cavity Radiometer Irradiance Monitor Satellite,"The purpose of the Active Cavity Radiometer Irradiance Monitor III (ACRIM III)
instrument is to study total solar Irradiance from the Sun. The ACRIM III
package is flying on a spacecraft called ACRIMSAT. The spacecraft was launched
on December 20, 1999 as a secondary payload on a Taurus launch vehicle. ACRIM
III, third in a series of long-term solar-monitoring tools built for NASA by
the Jet Propulsion Laboratory, will continue to extend the database first
created by ACRIM I, which was launched in 1980 on the Solar Maximum Mission
(SMM) spacecraft. ACRIM II followed on the Upper Atmosphere Research Satellite
(UARS) in 1991. ACRIMSAT data will be correlated with possible global warming
data, ice cap shrinkage data, and ozone layer depletion data. It is theorized
that as much as 25 percent of the Earths total global warming may be solar in
origin due to small increases in the Suns total energy output since the last
century. By measuring incoming solar radiation and adding measurements of ocean
and atmosphere currents and temperatures, as well as surface temperatures,
climatologists will be able to improve their predictions of climate and global
warming over the next century. Energy forecasting, carbon management, public
health.

Launch: Launched: December 20, 1999
Launch Vehicle: Taurus
Launch Site: Western Test Range, Vandenberg Air Force Base

Orbit:  Altitude: 680 km
Inclination: 98.13 degrees Sun-Synchronous

Vital Statistics:  Weight: 13 kg
Power: 49 watts
Design Life: 5 years

Instruments:  Active Cavity Radiometer (ACR) instrument (4 Shuttle)
SMM/ACRIM I
SMM/ACRIM II

Website: https://www.jpl.nasa.gov/missions/active-cavity-irradiance-monitor-satellite-acrimsat/

[Summary provided by NASA.]


Group: Platform_Details
   Entry_ID: ACRIMSAT
   Group: Platform_Identification
      Platform_Category: Solar/Space Observation Satellites
      Short_Name: ACRIMSAT
      Long_Name: Active Cavity Radiometer Irradiance Monitor Satellite
   End_Group
   Group: Synonymous_Platform_Names
      Short_Name: 1999-070B
      Short_Name: 26033
   End_Group
   Group: Platform_Associated_Instruments
      Short_Name: ACRIM III
   End_Group
   Group: Orbit
      Orbit_Altitude: 685 km
      Orbit_Inclination: 98.13 degrees
      Equator_Crossing: 10:50 AM descending node
      Period: 99 m
      Perigee: 683 km
      Apogee: 727 km
      Orbit_Type: LEO > Low Earth Orbit > Polar Sun-Synchronous
   End_Group
   Online_Resource: https://www.jpl.nasa.gov/missions/active-cavity-irradiance-monitor-satellite-acrimsat/
   Online_Resource: https://eospso.nasa.gov/missions/active-cavity-radiometer-irradiance-monitor-satellite
   Online_Resource: https://www.nasa.gov/centers/jpl/missions/acrimsat.html
   Group: Platform_Logistics
      Launch_Date: 1999-12-20
      Launch_Site: Vandenberg Air Force Base, USA
      Design_Life: 5 years
      Primary_Sponsor: NASA
   End_Group
End_Group",ACRIMSAT,GCMD platforms
0,ACTIVE CAVITY RADIOMETER IRRADIANCE MONITOR SATELLITE,Active Cavity Radiometer Irradiance Monitor Satellite,"The ACRIMSAT Mission will measure Total Solar Irradiance (TSI) during
its five-year mission life. The ACRIMSAT spacecraft, carrying the
ACRIM III instrument was launched December 21, 1999. The instrument,
third in a series of long-term solar-monitoring tools built for NASA
by the Jet Propulsion Laboratory, will continue to extend the database
first created by ACRIM I, which was launched in 1980 on the Solar
Maximum Mission (SMM) spacecraft. ACRIM II followed on the Upper
Atmosphere Research Satellite (UARS) in 1991.

The ACRIMSAT mission is funded by NASA through the Earth Science
Programs Office at Goddard Space Flight Center. The ACRIMSAT Project
Office at the Jet Propulsion Laboratory (Pasadena, CA) manages the
design, fabrication, and test of the ACRIM III instrument and manages
the subcontract for the ACRIMSAT spacecraft being built by Orbital
Sciences Corporation. The ACRIM III data products will be available
through the Langley EOS Data Analysis and Archive Center.

The Principal Investigator for the ACRIM mission is Dr. Richard
Willson of Columbia University. Ron Zenone of the Jet Propulsion
Laboratory is the ACRIM Project Manager. Roger Helizon of the Jet
Propulsion Laboratory is the ACRIM Instrument Scientist. Tom
Itchkawich of Orbital Sciences Corporation is the ACRIMSAT Spacecraft
Program Manager.

For more information on ACRIM and ACRIMSAT, see:
http://acrim.jpl.nasa.gov/

For more information on the Earth Science Enterprise (ESE), see:
http://www.earth.nasa.gov/

For more information on the Earth Observing System (EOS), see:
http://eospso.gsfc.nasa.gov/",ACRIMSAT,GCMD projects
0,DEEP SPACE CLIMATE OBSERVATORY,Deep Space Climate Observatory,"[Text Source: NOAA NESDIS]

The Deep Space Climate Observatory, or DSCOVR, will maintain the nations real-time solar wind monitoring capabilities
which are critical to the accuracy and lead time of NOAAs space weather alerts and forecasts. Without timely and accurate warnings, space weather events like the geomagnetic storms caused by changes in solar wind have the potential to disrupt nearly every major public infrastructure system, including power grids, telecommunications, aviation and GPS.

DSCOVR will succeed NASAs Advanced Composition Explores (ACE) role in supporting solar wind alerts and warnings from the L1 orbit, the neutral gravity point between the Earth and sun approximately one million miles from Earth. L1 is a good position from which to monitor the sun, because the constant stream of particles from the sun (the solar wind) reaches L1 about an hour before reaching Earth.

More Information: https://www.nesdis.noaa.gov/content/dscovr-deep-space-climate-observatory

Group: Platform_Details
   Entry_ID: DSCOVR
   Group: Platform_Identification
      Platform_Category: Solar/Space Observation Satellites
      Short_Name: DSCOVR
      Long_Name: Deep Space Climate Observatory
   End_Group
   Creation_Date: 2014-05-07
   Online_Resource: https://www.nesdis.noaa.gov/content/dscovr-deep-space-climate-observ
   Online_Resource: https://epic.gsfc.nasa.gov
   Online_Resource: https://eosweb.larc.nasa.gov/project/dscovr/dscovr_table
   Group: Platform_Logistics
      Primary_Sponsor: NOAA
   End_Group
End_Group",DSCOVR,GCMD platforms
